PlateWell,Relative_Time_unshifted,file_path,file,p1,p2,p3,predicted_count,cell_density,total_cells_in_well,predicted_confluency,mean_area_per_mask,median_area_per_mask,lower_quartile_area_per_mask,upper_quartile_area_per_mask,Well,Row,Column,Plate,Neighbors,Group-Line_Treatment,Group-Line,Group-Treatment,combined_group,Relative Time (hrs),Merged Time,exp_rate_cell_density,logistic_k_CV_fit_cell_density,logistic_k_corr_fit_cell_density,cell_density_p0
plate2-3G2,25.26222222222222,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day2_20250516_160011/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\G2_pos1_merged_02_cp_masks.png,G2_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day2_20250516_160011,3195.6666666666665,165636.85704279726,53003.79425369512,0.2633474549693643,330.7246930219617,297.72222222222223,179.27777777777777,452.19444444444446,G2,G,2.0,plate2-3,3.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,23.570277777777775,23.570277777777775,32.59179490167953,42.701993457500734,50.604147446325534,120272.595614957
plate2-3G4,25.26222222222222,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day2_20250516_160011/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\G4_pos1_merged_02_cp_masks.png,G4_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day2_20250516_160011,3104.6666666666665,160920.17174263205,51494.45495764227,0.27743277326172155,357.53701403135716,325.05555555555554,199.44444444444446,484.4166666666667,G4,G,4.0,plate2-3,5.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,23.570277777777775,23.570277777777775,31.848066803491186,41.40248728734272,48.76244765977169,117704.04659923824
plate2-2F5,24.58305555555556,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day2_20250516_151926/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\F5_pos1_merged_02_cp_masks.png,F5_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day2_20250516_151926,3125.4444444444443,161997.11942411057,51839.07821571539,0.2745932413276488,349.1974541785069,319.1666666666667,196.80555555555554,469.52777777777777,F5,F,5.0,plate2-2,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,23.837222222222227,23.570277777777775,27.357672566065705,35.844550026771174,42.46450108486125,123457.36603130783
plate2-2F6,24.58305555555556,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day2_20250516_151926/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\F6_pos1_merged_02_cp_masks.png,F6_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day2_20250516_151926,3091.6666666666665,160246.35955689417,51278.83505820614,0.2723704669189923,351.85293888261754,320.3333333333333,196.19444444444446,475.1666666666667,F6,F,6.0,plate2-2,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,23.837222222222227,23.570277777777775,31.142804694149355,40.453930402275,47.61527108816737,117617.66042157951
plate2-2F4,24.58305555555556,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day2_20250516_151926/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\F4_pos1_merged_02_cp_masks.png,F4_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day2_20250516_151926,2865.4444444444443,148520.87570935287,47526.68022699293,0.2633162054733884,365.56121801210605,333.6111111111111,208.02777777777777,491.02777777777777,F4,F,4.0,plate2-2,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,23.837222222222227,23.570277777777775,32.738285705667316,41.5314645432519,48.017505064396424,107297.39173061977
plate2-2F3,24.58305555555556,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day2_20250516_151926/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\F3_pos1_merged_02_cp_masks.png,F3_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day2_20250516_151926,2915.3333333333335,151106.7019606034,48354.144627393085,0.2652551022922569,362.5771650981745,330.3333333333333,204.11111111111111,485.22222222222223,F3,F,3.0,plate2-2,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,23.837222222222227,23.570277777777775,28.6236568380223,36.67471459681067,42.71049891888682,113718.76426991672
plate2-2F2,24.58305555555556,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day2_20250516_151926/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\F2_pos1_merged_02_cp_masks.png,F2_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day2_20250516_151926,3110.0,161196.60751113988,51582.91440356478,0.2660123705442026,344.8150383585878,315.22222222222223,192.0,471.1111111111111,F2,F,2.0,plate2-2,5.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,23.837222222222227,23.570277777777775,31.83683587990255,41.38968956281446,48.75009729086155,117502.4788513679
plate2-1E3,23.90194444444445,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day2_20250516_143834/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\E3_pos1_merged_02_cp_masks.png,E3_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day2_20250516_143834,2765.222222222222,143326.18689280955,45864.37980569905,0.24575412874165106,355.01236873888945,323.94444444444446,196.25,479.19444444444446,E3,E,3.0,plate2-1,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,23.90194444444445,23.570277777777775,28.172800904938143,35.59670010484082,41.025814394993596,108264.91692039727
plate2-1E4,23.90194444444445,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day2_20250516_143834/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\E4_pos1_merged_02_cp_masks.png,E4_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day2_20250516_143834,2661.0,137924.17124988532,44135.734799963306,0.23483483801336533,350.59587819274253,323.27777777777777,200.0,474.02777777777777,E4,E,4.0,plate2-1,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,23.90194444444445,23.570277777777775,27.63819032351616,34.598623363964634,39.60588907514139,104740.36087192217
plate2-1E6,23.90194444444445,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day2_20250516_143834/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\E6_pos1_merged_02_cp_masks.png,E6_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day2_20250516_143834,2930.8888888888887,151912.97295208462,48612.15134466709,0.24315829247377727,335.27037430105577,302.6111111111111,182.97222222222223,456.5833333333333,E6,E,6.0,plate2-1,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,23.90194444444445,23.570277777777775,29.355574329442636,37.62942570877307,43.838976371724705,113407.77403034538
plate2-1E5,23.90194444444445,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day2_20250516_143834/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\E5_pos1_merged_02_cp_masks.png,E5_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day2_20250516_143834,2502.4444444444443,129705.96621528736,41505.909188891965,0.2177076220992851,347.2739756572293,315.8333333333333,194.91666666666666,468.8888888888889,E5,E,5.0,plate2-1,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,23.90194444444445,23.570277777777775,24.3931923557086,30.191657681729982,34.27827347879976,101734.1218893993
plate2-1E2,23.90194444444445,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day2_20250516_143834/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\E2_pos1_merged_02_cp_masks.png,E2_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day2_20250516_143834,2565.4444444444443,132971.36373078634,42550.836393851634,0.22865278606617453,354.36364617662264,324.55555555555554,202.97222222222223,474.25,E2,E,2.0,plate2-1,5.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,23.90194444444445,23.570277777777775,29.364757188702928,36.36006438291019,41.299927036173166,99257.71812984982
plate2-2F5,49.07861111111111,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day3_20250517_154910/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\F5_pos1_merged_02_cp_masks.png,F5_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day3_20250517_154910,4973.222222222223,257770.59505505938,82486.590417619,0.4085243808791614,327.2157616513362,300.3888888888889,184.83333333333334,445.9166666666667,F5,F,5.0,plate2-2,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,48.33277777777778,48.33277777777778,35.636352631291516,36.950863270036066,42.39905994221034,123457.36603130783
plate2-2F2,49.07861111111111,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day3_20250517_154910/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\F2_pos1_merged_02_cp_masks.png,F2_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day3_20250517_154910,4979.666666666667,258104.621608673,82593.47891477536,0.39914723597648066,323.9085031720231,298.77777777777777,179.41666666666666,444.72222222222223,F2,F,2.0,plate2-2,5.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,48.33277777777778,48.33277777777778,38.38196032867699,39.77467026782749,45.53656480587817,117502.4788513679
plate2-2F3,49.07861111111111,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day3_20250517_154910/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\F3_pos1_merged_02_cp_masks.png,F3_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day3_20250517_154910,4772.444444444444,247363.94018644094,79156.46085966109,0.3984155049470528,334.80082570028617,311.1111111111111,189.83333333333334,455.05555555555554,F3,F,3.0,plate2-2,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,48.33277777777778,48.33277777777778,37.63252066315105,38.936144605587295,44.28056348506146,113718.76426991672
plate2-2F4,49.07861111111111,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day3_20250517_154910/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\F4_pos1_merged_02_cp_masks.png,F4_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day3_20250517_154910,4577.111111111111,237239.48016484093,75916.6336527491,0.39356332066328675,343.6616057691183,317.55555555555554,196.97222222222223,464.4166666666667,F4,F,4.0,plate2-2,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,48.33277777777778,48.33277777777778,38.7655528944178,40.05263482439214,45.295846941703054,107297.39173061977
plate2-2F6,49.07861111111111,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day3_20250517_154910/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\F6_pos1_merged_02_cp_masks.png,F6_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day3_20250517_154910,4869.0,252368.57941213515,80757.94541188324,0.40309455694262997,331.2378636855202,306.1111111111111,187.97222222222223,449.22222222222223,F6,F,6.0,plate2-2,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,48.33277777777778,48.33277777777778,37.24720521644326,38.58303881446876,44.09616768284913,117617.66042157951
plate2-1E6,48.381388888888885,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day3_20250517_150720/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\E6_pos1_merged_02_cp_masks.png,E6_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day3_20250517_150720,4550.222222222223,235845.7831652805,75470.65061288976,0.3594312826943651,319.1720302994206,291.22222222222223,174.75,438.02777777777777,E6,E,6.0,plate2-1,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,48.381388888888885,48.33277777777778,35.615530472649034,36.82240208564504,41.75103235619688,113407.77403034538
plate2-1E3,48.381388888888885,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day3_20250517_150720/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\E3_pos1_merged_02_cp_masks.png,E3_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day3_20250517_150720,4322.888888888889,224062.70853263343,71700.06673044269,0.35750658255512,331.8077427295832,305.8333333333333,184.05555555555554,455.75,E3,E,3.0,plate2-1,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,48.381388888888885,48.33277777777778,35.27754045137118,36.41103241903765,40.9982472926224,108264.91692039727
plate2-1E5,48.381388888888885,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day3_20250517_150720/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\E5_pos1_merged_02_cp_masks.png,E5_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day3_20250517_150720,3971.1111111111113,205829.46596813653,65865.42910980368,0.33489922429566543,339.4017310402074,311.27777777777777,188.33333333333334,465.72222222222223,E5,E,5.0,plate2-1,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,48.381388888888885,48.33277777777778,33.867714946936175,34.868143345123684,38.86222392608643,101734.1218893993
plate2-1E2,48.381388888888885,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day3_20250517_150720/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\E2_pos1_merged_02_cp_masks.png,E2_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day3_20250517_150720,3981.3333333333335,206359.3011911099,66034.97638115517,0.345133938251892,344.82499919952045,319.1666666666667,193.05555555555554,472.02777777777777,E2,E,2.0,plate2-1,5.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,48.381388888888885,48.33277777777778,35.6026823756729,36.653910801228015,40.85422217510226,99257.71812984982
plate2-1E4,48.381388888888885,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day3_20250517_150720/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\E4_pos1_merged_02_cp_masks.png,E4_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day3_20250517_150720,4265.111111111111,221067.9877071317,70741.75606628215,0.35879948844911097,338.6135477875151,312.6666666666667,189.69444444444446,462.5,E4,E,4.0,plate2-1,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,48.381388888888885,48.33277777777778,36.11928801561877,37.24954446548087,41.804461759595355,104740.36087192217
plate2-3G6,50.48416666666667,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day3_20250517_171330/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\G6_pos1_merged_02_cp_masks.png,G6_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day3_20250517_171330,4848.888888888889,251326.1862017201,80424.37958455045,0.4014058801022922,329.6135848041797,299.5,182.08333333333334,448.55555555555554,G6,G,6.0,plate2-3,5.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,48.79222222222222,48.33277777777778,36.502348289441535,37.81347232208728,43.22616872350357,118182.05011561637
plate2-3G5,50.48416666666667,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day3_20250517_171330/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\G5_pos1_merged_02_cp_masks.png,G5_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day3_20250517_171330,4849.222222222223,251343.46343725186,80429.90829992059,0.4033533173300072,330.9777274502919,300.44444444444446,181.22222222222223,451.55555555555554,G5,G,5.0,plate2-3,5.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,48.79222222222222,48.33277777777778,37.24299972466288,38.56926238046243,44.03658747018696,116310.34959967781
plate2-3G3,50.48416666666667,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day3_20250517_171330/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\G3_pos1_merged_02_cp_masks.png,G3_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day3_20250517_171330,4612.333333333333,239065.10805269485,76500.83457686234,0.38732112183674455,336.8055049328698,308.1111111111111,188.88888888888889,456.3888888888889,G3,G,3.0,plate2-3,5.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,48.79222222222222,48.33277777777778,40.307870524331626,41.64414257345096,47.09221341701642,104463.92510341434
plate2-3G4,50.48416666666667,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day3_20250517_171330/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\G4_pos1_merged_02_cp_masks.png,G4_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day3_20250517_171330,4965.888888888889,257390.4958733611,82364.95867947555,0.4041761647213575,325.33730955862575,296.8333333333333,179.41666666666666,442.44444444444446,G4,G,4.0,plate2-3,5.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,48.79222222222222,48.33277777777778,37.879886872979604,39.25689370302409,44.956713526244165,117704.04659923824
plate2-3G2,50.48416666666667,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day3_20250517_171330/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\G2_pos1_merged_02_cp_masks.png,G2_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day3_20250517_171330,4979.666666666667,258104.621608673,82593.47891477536,0.38455167725789363,308.5827425823107,277.1111111111111,166.16666666666666,424.22222222222223,G2,G,2.0,plate2-3,3.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,48.79222222222222,48.33277777777778,37.097542622152474,38.46692861029627,44.151772754357786,120272.595614957
plate2-3G2,74.1175,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day4_20250518_165130/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\G2_pos1_merged_02_cp_masks.png,G2_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day4_20250518_165130,8112.111111111111,420464.56297895015,134548.66015326403,0.5315956485468871,260.41158517750824,229.88888888888889,134.33333333333334,350.75,G2,G,2.0,plate2-3,3.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,72.42555555555556,72.42555555555556,40.715003688901476,42.65826999049126,49.26316543628471,120272.595614957
plate2-3G5,74.1175,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day4_20250518_165130/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\G5_pos1_merged_02_cp_masks.png,G5_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day4_20250518_165130,8249.666666666666,427594.30217504845,136830.1766960155,0.5556400916024652,267.69436509467795,235.88888888888889,138.55555555555554,361.3333333333333,G5,G,5.0,plate2-3,5.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,72.42555555555556,72.42555555555556,42.15645351777436,44.142749985760965,50.872482235897046,116310.34959967781
plate2-3G6,74.1175,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day4_20250518_165130/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\G6_pos1_merged_02_cp_masks.png,G6_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day4_20250518_165130,8190.111111111111,424507.4360933775,135842.3795498808,0.5524847325491167,268.07865609926836,235.16666666666666,138.77777777777777,359.8333333333333,G6,G,6.0,plate2-3,5.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,72.42555555555556,72.42555555555556,41.37753166423079,43.33107707069196,49.9498718963085,118182.05011561637
plate2-3G3,74.1175,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day4_20250518_165130/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\G3_pos1_merged_02_cp_masks.png,G3_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day4_20250518_165130,7845.444444444444,406642.7745535576,130125.68785713843,0.5399761137365168,274.2470108180062,242.11111111111111,142.88888888888889,368.44444444444446,G3,G,3.0,plate2-3,5.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,72.42555555555556,72.42555555555556,44.26857831933708,46.2175717962521,52.74822104088492,104463.92510341434
plate2-3G4,74.1175,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day4_20250518_165130/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\G4_pos1_merged_02_cp_masks.png,G4_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day4_20250518_165130,8442.0,437563.26707686274,140020.24546459608,0.5566114861050627,262.41414599090484,231.88888888888889,136.22222222222223,353.25,G4,G,4.0,plate2-3,5.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,72.42555555555556,72.42555555555556,42.57535212877145,44.62497580065715,51.60426386572002,117704.04659923824
plate2-2F5,73.20222222222222,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day4_20250518_155635/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\F5_pos1_merged_02_cp_masks.png,F5_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day4_20250518_155635,8580.555555555555,444744.8379795563,142318.34815345798,0.565924451935363,263.58096722311353,228.11111111111111,135.97222222222223,350.9166666666667,F5,F,5.0,plate2-2,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,72.45638888888888,72.42555555555556,41.333746105680504,43.36960948490907,50.32017138404559,123457.36603130783
plate2-2F2,73.20222222222222,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day4_20250518_155635/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\F2_pos1_merged_02_cp_masks.png,F2_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day4_20250518_155635,9056.0,469387.93492632895,150204.13917642526,0.571894309724395,252.60984364678194,220.22222222222223,128.88888888888889,339.72222222222223,F2,F,2.0,plate2-2,5.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,72.45638888888888,72.42555555555556,44.72619998420555,46.95563602519705,54.59985923121855,117502.4788513679
plate2-2F3,73.20222222222222,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day4_20250518_155635/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\F3_pos1_merged_02_cp_masks.png,F3_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day4_20250518_155635,8479.222222222223,439492.55837790715,140637.6186809303,0.5593051870579148,263.0783625595451,230.55555555555554,136.55555555555554,351.27777777777777,F3,F,3.0,plate2-2,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,72.45638888888888,72.42555555555556,43.660212779137034,45.72113656998164,52.70257966289573,113718.76426991672
plate2-2F4,73.20222222222222,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day4_20250518_155635/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\F4_pos1_merged_02_cp_masks.png,F4_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day4_20250518_155635,8149.444444444444,422399.6133585051,135167.87627472164,0.5508909802530068,270.5621407814337,239.27777777777777,142.61111111111111,361.0,F4,F,4.0,plate2-2,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,72.45638888888888,72.42555555555556,44.359943244753495,46.36116015796192,53.08662074362466,107297.39173061977
plate2-2F6,73.20222222222222,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day4_20250518_155635/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\F6_pos1_merged_02_cp_masks.png,F6_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day4_20250518_155635,8596.777777777777,445585.66344210104,142587.4123014723,0.5697434427580917,264.0562560618433,231.77777777777777,137.13888888888889,354.0,F6,F,6.0,plate2-2,8.0,CTL_0.1uM,CTL,0.1uM,CTL_0.1uM_CTL_0.1uM,72.45638888888888,72.42555555555556,43.02545593961053,45.10653939317588,52.19271436816364,117617.66042157951
